"Datum","Feiertag","Kanton","Typ"
2025-08-15,"Mariä Himmelfahrt","BL","a"
2025-08-15,"Mariä Himmelfahrt","AI","B"
2025-08-15,"Mariä Himmelfahrt","GR","a"
2025-08-15,"Mariä Himmelfahrt","AG","a"
2025-08-15,"Mariä Himmelfahrt","TI","A"
2025-08-15,"Mariä Himmelfahrt","VS","A"
2025-08-15,"Mariä Himmelfahrt","JU","B"
2025-11-01,"Allerheiligen","LU","A"
2025-11-01,"Allerheiligen","UR","A"
2025-11-01,"Allerheiligen","SZ","A"
2025-11-01,"Allerheiligen","OW","A"
2025-11-01,"Allerheiligen","NW","A"
2025-11-01,"Allerheiligen","GL","A"
2025-11-01,"Allerheiligen","ZG","A"
2025-11-01,"Allerheiligen","FR","a"
2025-11-01,"Allerheiligen","SO","a"
2025-11-01,"Allerheiligen","AI","B"
2025-11-01,"Allerheiligen","SG","A"
2025-11-01,"Allerheiligen","GR","a"
2025-11-01,"Allerheiligen","AG","a"
2025-11-01,"Allerheiligen","TI","A"
2025-11-01,"Allerheiligen","VS","A"
2025-11-01,"Allerheiligen","JU","B"
2025-12-08,"Mariä Empfängnis","LU","B"
2025-12-08,"Mariä Empfängnis","UR","A"
2025-12-08,"Mariä Empfängnis","SZ","B"
2025-12-08,"Mariä Empfängnis","OW","A"
2025-12-08,"Mariä Empfängnis","NW","A"
2025-12-08,"Mariä Empfängnis","ZG","A"
2025-12-08,"Mariä Empfängnis","FR","a"
2025-12-08,"Mariä Empfängnis","SO","a"
2025-12-08,"Mariä Empfängnis","AI","B"
2025-12-08,"Mariä Empfängnis","GR","a"
2025-12-08,"Mariä Empfängnis","AG","a"
2025-12-08,"Mariä Empfängnis","TI","B"
2025-12-08,"Mariä Empfängnis","VS","A"
2025-12-25,"Weihnachtstag","ZH","A"
2025-12-25,"Weihnachtstag","BE","A"
2025-12-25,"Weihnachtstag","LU","A"
2025-12-25,"Weihnachtstag","UR","A"
2025-12-25,"Weihnachtstag","SZ","A"
2025-12-25,"Weihnachtstag","OW","A"
2025-12-25,"Weihnachtstag","NW","A"
2025-12-25,"Weihnachtstag","GL","A"
2025-12-25,"Weihnachtstag","ZG","A"
2025-12-25,"Weihnachtstag","FR","A"
2025-12-25,"Weihnachtstag","SO","A"
2025-12-25,"Weihnachtstag","BS","A"
2025-12-25,"Weihnachtstag","BL","A"
2025-12-25,"Weihnachtstag","SH","A"
2025-12-25,"Weihnachtstag","AR","A"
2025-12-25,"Weihnachtstag","AI","A"
2025-12-25,"Weihnachtstag","SG","A"
2025-12-25,"Weihnachtstag","GR","A"
2025-12-25,"Weihnachtstag","AG","A"
2025-12-25,"Weihnachtstag","TG","A"
2025-12-25,"Weihnachtstag","TI","A"
2025-12-25,"Weihnachtstag","VD","A"
2025-12-25,"Weihnachtstag","VS","A"
2025-12-25,"Weihnachtstag","NE","A"
2025-12-25,"Weihnachtstag","GE","A"
2025-12-25,"Weihnachtstag","JU","A"
2025-12-26,"Stephanstag","ZH","A"
2025-12-26,"Stephanstag","BE","A"
2025-12-26,"Stephanstag","LU","A"
2025-12-26,"Stephanstag","UR","B"
2025-12-26,"Stephanstag","SZ","B"
2025-12-26,"Stephanstag","OW","D"
2025-12-26,"Stephanstag","NW","D"
2025-12-26,"Stephanstag","GL","A"
2025-12-26,"Stephanstag","ZG","D"
2025-12-26,"Stephanstag","FR","D"
2025-12-26,"Stephanstag","SO","a"
2025-12-26,"Stephanstag","BS","A"
2025-12-26,"Stephanstag","BL","A"
2025-12-26,"Stephanstag","SH","A"
2025-12-26,"Stephanstag","AR","A"
2025-12-26,"Stephanstag","AI","A"
2025-12-26,"Stephanstag","SG","A"
2025-12-26,"Stephanstag","GR","A"
2025-12-26,"Stephanstag","AG","a"
2025-12-26,"Stephanstag","TG","A"
2025-12-26,"Stephanstag","TI","A"
2025-12-26,"Stephanstag","NE","A"
2026-01-01,"Neujahrstag","ZH","A"
2026-01-01,"Neujahrstag","BE","A"
2026-01-01,"Neujahrstag","LU","A"
2026-01-01,"Neujahrstag","UR","A"
2026-01-01,"Neujahrstag","SZ","A"
2026-01-01,"Neujahrstag","OW","A"
2026-01-01,"Neujahrstag","NW","A"
2026-01-01,"Neujahrstag","GL","A"
2026-01-01,"Neujahrstag","ZG","A"
2026-01-01,"Neujahrstag","FR","A"
2026-01-01,"Neujahrstag","SO","A"
2026-01-01,"Neujahrstag","BS","A"
2026-01-01,"Neujahrstag","BL","A"
2026-01-01,"Neujahrstag","SH","A"
2026-01-01,"Neujahrstag","AR","A"
2026-01-01,"Neujahrstag","AI","A"
2026-01-01,"Neujahrstag","SG","A"
2026-01-01,"Neujahrstag","GR","A"
2026-01-01,"Neujahrstag","AG","A"
2026-01-01,"Neujahrstag","TG","A"
2026-01-01,"Neujahrstag","TI","A"
2026-01-01,"Neujahrstag","VD","A"
2026-01-01,"Neujahrstag","VS","A"
2026-01-01,"Neujahrstag","NE","A"
2026-01-01,"Neujahrstag","GE","A"
2026-01-01,"Neujahrstag","JU","A"
2026-01-02,"Berchtoldstag","ZH","D"
2026-01-02,"Berchtoldstag","BE","A"
2026-01-02,"Berchtoldstag","LU","D"
2026-01-02,"Berchtoldstag","OW","D"
2026-01-02,"Berchtoldstag","GL","D"
2026-01-02,"Berchtoldstag","ZG","D"
2026-01-02,"Berchtoldstag","FR","D"
2026-01-02,"Berchtoldstag","SO","D"
2026-01-02,"Berchtoldstag","SH","D"
2026-01-02,"Berchtoldstag","GR","d"
2026-01-02,"Berchtoldstag","AG","a"
2026-01-02,"Berchtoldstag","TG","A"
2026-01-02,"Berchtoldstag","VD","A"
2026-01-02,"Berchtoldstag","NE","D"
2026-01-02,"Berchtoldstag","GE","D"
2026-01-02,"Berchtoldstag","JU","B"
2026-01-06,"Heilige Drei Könige","UR","B"
2026-01-06,"Heilige Drei Könige","SZ","B"
2026-01-06,"Heilige Drei Könige","GR","a"
2026-01-06,"Heilige Drei Könige","TI","A"
2026-03-19,"Josefstag","LU","a"
2026-03-19,"Josefstag","UR","B"
2026-03-19,"Josefstag","SZ","A"
2026-03-19,"Josefstag","NW","B"
2026-03-19,"Josefstag","ZG","a"
2026-03-19,"Josefstag","GR","a"
2026-03-19,"Josefstag","TI","B"
2026-03-19,"Josefstag","VS","A"
2026-04-03,"Karfreitag","ZH","A"
2026-04-03,"Karfreitag","BE","A"
2026-04-03,"Karfreitag","LU","A"
2026-04-03,"Karfreitag","UR","A"
2026-04-03,"Karfreitag","SZ","A"
2026-04-03,"Karfreitag","OW","A"
2026-04-03,"Karfreitag","NW","A"
2026-04-03,"Karfreitag","GL","A"
2026-04-03,"Karfreitag","ZG","A"
2026-04-03,"Karfreitag","FR","A"
2026-04-03,"Karfreitag","SO","A"
2026-04-03,"Karfreitag","BS","A"
2026-04-03,"Karfreitag","BL","A"
2026-04-03,"Karfreitag","SH","A"
2026-04-03,"Karfreitag","AR","A"
2026-04-03,"Karfreitag","AI","A"
2026-04-03,"Karfreitag","SG","A"
2026-04-03,"Karfreitag","GR","A"
2026-04-03,"Karfreitag","AG","A"
2026-04-03,"Karfreitag","TG","A"
2026-04-03,"Karfreitag","VD","A"
2026-04-03,"Karfreitag","NE","A"
2026-04-03,"Karfreitag","GE","A"
2026-04-03,"Karfreitag","JU","A"
2026-04-06,"Ostermontag","ZH","A"
2026-04-06,"Ostermontag","BE","A"
2026-04-06,"Ostermontag","LU","D"
2026-04-06,"Ostermontag","UR","B"
2026-04-06,"Ostermontag","SZ","B"
2026-04-06,"Ostermontag","OW","D"
2026-04-06,"Ostermontag","NW","D"
2026-04-06,"Ostermontag","GL","A"
2026-04-06,"Ostermontag","ZG","D"
2026-04-06,"Ostermontag","FR","D"
2026-04-06,"Ostermontag","SO","d"
2026-04-06,"Ostermontag","BS","A"
2026-04-06,"Ostermontag","BL","A"
2026-04-06,"Ostermontag","SH","A"
2026-04-06,"Ostermontag","AR","A"
2026-04-06,"Ostermontag","AI","A"
2026-04-06,"Ostermontag","SG","A"
2026-04-06,"Ostermontag","GR","A"
2026-04-06,"Ostermontag","AG","a"
2026-04-06,"Ostermontag","TG","A"
2026-04-06,"Ostermontag","TI","A"
2026-04-06,"Ostermontag","VD","A"
2026-04-06,"Ostermontag","NE","D"
2026-04-06,"Ostermontag","GE","A"
2026-04-06,"Ostermontag","JU","A"
2026-05-01,"Tag der Arbeit","ZH","A"
2026-05-01,"Tag der Arbeit","FR","c"
2026-05-01,"Tag der Arbeit","SO","C"
2026-05-01,"Tag der Arbeit","BS","A"
2026-05-01,"Tag der Arbeit","BL","A"
2026-05-01,"Tag der Arbeit","SH","B"
2026-05-01,"Tag der Arbeit","AG","D"
2026-05-01,"Tag der Arbeit","TG","B"
2026-05-01,"Tag der Arbeit","TI","B"
2026-05-01,"Tag der Arbeit","NE","A"
2026-05-01,"Tag der Arbeit","JU","A"
2026-05-14,"Auffahrt","ZH","A"
2026-05-14,"Auffahrt","BE","A"
2026-05-14,"Auffahrt","LU","A"
2026-05-14,"Auffahrt","UR","A"
2026-05-14,"Auffahrt","SZ","A"
2026-05-14,"Auffahrt","OW","A"
2026-05-14,"Auffahrt","NW","A"
2026-05-14,"Auffahrt","GL","A"
2026-05-14,"Auffahrt","ZG","A"
2026-05-14,"Auffahrt","FR","A"
2026-05-14,"Auffahrt","SO","A"
2026-05-14,"Auffahrt","BS","A"
2026-05-14,"Auffahrt","BL","A"
2026-05-14,"Auffahrt","SH","A"
2026-05-14,"Auffahrt","AR","A"
2026-05-14,"Auffahrt","AI","A"
2026-05-14,"Auffahrt","SG","A"
2026-05-14,"Auffahrt","GR","A"
2026-05-14,"Auffahrt","AG","A"
2026-05-14,"Auffahrt","TG","A"
2026-05-14,"Auffahrt","TI","A"
2026-05-14,"Auffahrt","VD","A"
2026-05-14,"Auffahrt","VS","A"
2026-05-14,"Auffahrt","NE","A"
2026-05-14,"Auffahrt","GE","A"
2026-05-14,"Auffahrt","JU","A"
2026-05-25,"Pfingstmontag","ZH","A"
2026-05-25,"Pfingstmontag","BE","A"
2026-05-25,"Pfingstmontag","LU","D"
2026-05-25,"Pfingstmontag","UR","B"
2026-05-25,"Pfingstmontag","SZ","B"
2026-05-25,"Pfingstmontag","OW","D"
2026-05-25,"Pfingstmontag","NW","D"
2026-05-25,"Pfingstmontag","GL","B"
2026-05-25,"Pfingstmontag","ZG","D"
2026-05-25,"Pfingstmontag","FR","D"
2026-05-25,"Pfingstmontag","SO","a"
2026-05-25,"Pfingstmontag","BS","A"
2026-05-25,"Pfingstmontag","BL","A"
2026-05-25,"Pfingstmontag","SH","A"
2026-05-25,"Pfingstmontag","AR","A"
2026-05-25,"Pfingstmontag","AI","A"
2026-05-25,"Pfingstmontag","SG","A"
2026-05-25,"Pfingstmontag","GR","A"
2026-05-25,"Pfingstmontag","AG","a"
2026-05-25,"Pfingstmontag","TG","A"
2026-05-25,"Pfingstmontag","TI","B"
2026-05-25,"Pfingstmontag","VD","A"
2026-05-25,"Pfingstmontag","NE","D"
2026-05-25,"Pfingstmontag","GE","A"
2026-05-25,"Pfingstmontag","JU","A"
2026-06-04,"Fronleichnam","LU","A"
2026-06-04,"Fronleichnam","UR","A"
2026-06-04,"Fronleichnam","SZ","A"
2026-06-04,"Fronleichnam","OW","A"
2026-06-04,"Fronleichnam","NW","A"
2026-06-04,"Fronleichnam","ZG","A"
2026-06-04,"Fronleichnam","FR","a"
2026-06-04,"Fronleichnam","SO","a"
2026-06-04,"Fronleichnam","BL","a"
2026-06-04,"Fronleichnam","AI","A"
2026-06-04,"Fronleichnam","GR","a"
2026-06-04,"Fronleichnam","AG","a"
2026-06-04,"Fronleichnam","TI","B"
2026-06-04,"Fronleichnam","VS","A"
2026-06-04,"Fronleichnam","NE","a"
2026-06-04,"Fronleichnam","JU","A"
2026-08-01,"Bundesfeier","ZH","A"
2026-08-01,"Bundesfeier","BE","A"
2026-08-01,"Bundesfeier","LU","A"
2026-08-01,"Bundesfeier","UR","A"
2026-08-01,"Bundesfeier","SZ","A"
2026-08-01,"Bundesfeier","OW","A"
2026-08-01,"Bundesfeier","NW","A"
2026-08-01,"Bundesfeier","GL","A"
2026-08-01,"Bundesfeier","ZG","A"
2026-08-01,"Bundesfeier","FR","A"
2026-08-01,"Bundesfeier","SO","A"
2026-08-01,"Bundesfeier","BS","A"
2026-08-01,"Bundesfeier","BL","A"
2026-08-01,"Bundesfeier","SH","A"
2026-08-01,"Bundesfeier","AR","A"
2026-08-01,"Bundesfeier","AI","A"
2026-08-01,"Bundesfeier","SG","A"
2026-08-01,"Bundesfeier","GR","A"
2026-08-01,"Bundesfeier","AG","A"
2026-08-01,"Bundesfeier","TG","A"
2026-08-01,"Bundesfeier","TI","A"
2026-08-01,"Bundesfeier","VD","A"
2026-08-01,"Bundesfeier","VS","A"
2026-08-01,"Bundesfeier","NE","A"
2026-08-01,"Bundesfeier","GE","A"
2026-08-01,"Bundesfeier","JU","A"
2026-08-15,"Mariä Himmelfahrt","LU","A"
2026-08-15,"Mariä Himmelfahrt","UR","A"
2026-08-15,"Mariä Himmelfahrt","SZ","A"
2026-08-15,"Mariä Himmelfahrt","OW","A"
2026-08-15,"Mariä Himmelfahrt","NW","A"
2026-08-15,"Mariä Himmelfahrt","ZG","A"
2026-08-15,"Mariä Himmelfahrt","FR","a"
2026-08-15,"Mariä Himmelfahrt","SO","a"
2026-08-15,"Mariä Himmelfahrt","BL","a"
2026-08-15,"Mariä Himmelfahrt","AI","B"
2026-08-15,"Mariä Himmelfahrt","GR","a"
2026-08-15,"Mariä Himmelfahrt","AG","a"
2026-08-15,"Mariä Himmelfahrt","TI","A"
2026-08-15,"Mariä Himmelfahrt","VS","A"
2026-08-15,"Mariä Himmelfahrt","JU","B"
2026-11-01,"Allerheiligen","LU","A"
2026-11-01,"Allerheiligen","UR","A"
2026-11-01,"Allerheiligen","SZ","A"
2026-11-01,"Allerheiligen","OW","A"
2026-11-01,"Allerheiligen","NW","A"
2026-11-01,"Allerheiligen","GL","A"
2026-11-01,"Allerheiligen","ZG","A"
2026-11-01,"Allerheiligen","FR","a"
2026-11-01,"Allerheiligen","SO","a"
2026-11-01,"Allerheiligen","AI","B"
2026-11-01,"Allerheiligen","SG","A"
2026-11-01,"Allerheiligen","GR","a"
2026-11-01,"Allerheiligen","AG","a"
2026-11-01,"Allerheiligen","TI","A"
2026-11-01,"Allerheiligen","VS","A"
2026-11-01,"Allerheiligen","JU","B"
2026-12-08,"Mariä Empfängnis","LU","B"
2026-12-08,"Mariä Empfängnis","UR","A"
2026-12-08,"Mariä Empfängnis","SZ","B"
2026-12-08,"Mariä Empfängnis","OW","A"
2026-12-08,"Mariä Empfängnis","NW","A"
2026-12-08,"Mariä Empfängnis","ZG","A"
2026-12-08,"Mariä Empfängnis","FR","a"
2026-12-08,"Mariä Empfängnis","SO","a"
2026-12-08,"Mariä Empfängnis","AI","B"
2026-12-08,"Mariä Empfängnis","GR","a"
2026-12-08,"Mariä Empfängnis","AG","a"
2026-12-08,"Mariä Empfängnis","TI","B"
2026-12-08,"Mariä Empfängnis","VS","A"
2026-12-25,"Weihnachtstag","ZH","A"
2026-12-25,"Weihnachtstag","BE","A"
2026-12-25,"Weihnachtstag","LU","A"
2026-12-25,"Weihnachtstag","UR","A"
2026-12-25,"Weihnachtstag","SZ","A"
2026-12-25,"Weihnachtstag","OW","A"
2026-12-25,"Weihnachtstag","NW","A"
2026-12-25,"Weihnachtstag","GL","A"
2026-12-25,"Weihnachtstag","ZG","A"
2026-12-25,"Weihnachtstag","FR","A"
2026-12-25,"Weihnachtstag","SO","A"
2026-12-25,"Weihnachtstag","BS","A"
2026-12-25,"Weihnachtstag","BL","A"
2026-12-25,"Weihnachtstag","SH","A"
2026-12-25,"Weihnachtstag","AR","A"
2026-12-25,"Weihnachtstag","AI","A"
2026-12-25,"Weihnachtstag","SG","A"
2026-12-25,"Weihnachtstag","GR","A"
2026-12-25,"Weihnachtstag","AG","A"
2026-12-25,"Weihnachtstag","TG","A"
2026-12-25,"Weihnachtstag","TI","A"
2026-12-25,"Weihnachtstag","VD","A"
2026-12-25,"Weihnachtstag","VS","A"
2026-12-25,"Weihnachtstag","NE","A"
2026-12-25,"Weihnachtstag","GE","A"
2026-12-25,"Weihnachtstag","JU","A"
2026-12-26,"Stephanstag","ZH","A"
2026-12-26,"Stephanstag","BE","A"
2026-12-26,"Stephanstag","LU","A"
2026-12-26,"Stephanstag","UR","B"
2026-12-26,"Stephanstag","SZ","B"
2026-12-26,"Stephanstag","OW","D"
2026-12-26,"Stephanstag","NW","D"
2026-12-26,"Stephanstag","GL","A"
2026-12-26,"Stephanstag","ZG","D"
2026-12-26,"Stephanstag","FR","D"
2026-12-26,"Stephanstag","SO","a"
2026-12-26,"Stephanstag","BS","A"
2026-12-26,"Stephanstag","BL","A"
2026-12-26,"Stephanstag","SH","A"
2026-12-26,"Stephanstag","AR","A"
2026-12-26,"Stephanstag","AI","A"
2026-12-26,"Stephanstag","SG","A"
2026-12-26,"Stephanstag","GR","A"
2026-12-26,"Stephanstag","AG","a"
2026-12-26,"Stephanstag","TG","A"
2026-12-26,"Stephanstag","TI","A"
2026-12-26,"Stephanstag","NE","A"
2027-01-01,"Neujahrstag","ZH","A"
2027-01-01,"Neujahrstag","BE","A"
2027-01-01,"Neujahrstag","LU","A"
2027-01-01,"Neujahrstag","UR","A"
2027-01-01,"Neujahrstag","SZ","A"
2027-01-01,"Neujahrstag","OW","A"
2027-01-01,"Neujahrstag","NW","A"
2027-01-01,"Neujahrstag","GL","A"
2027-01-01,"Neujahrstag","ZG","A"
2027-01-01,"Neujahrstag","FR","A"
2027-01-01,"Neujahrstag","SO","A"
2027-01-01,"Neujahrstag","BS","A"
2027-01-01,"Neujahrstag","BL","A"
2027-01-01,"Neujahrstag","SH","A"
2027-01-01,"Neujahrstag","AR","A"
2027-01-01,"Neujahrstag","AI","A"
2027-01-01,"Neujahrstag","SG","A"
2027-01-01,"Neujahrstag","GR","A"
2027-01-01,"Neujahrstag","AG","A"
2027-01-01,"Neujahrstag","TG","A"
2027-01-01,"Neujahrstag","TI","A"
2027-01-01,"Neujahrstag","VD","A"
2027-01-01,"Neujahrstag","VS","A"
2027-01-01,"Neujahrstag","NE","A"
2027-01-01,"Neujahrstag","GE","A"
2027-01-01,"Neujahrstag","JU","A"
2027-01-02,"Berchtoldstag","ZH","D"
2027-01-02,"Berchtoldstag","BE","A"
2027-01-02,"Berchtoldstag","LU","D"
2027-01-02,"Berchtoldstag","OW","D"
2027-01-02,"Berchtoldstag","GL","D"
2027-01-02,"Berchtoldstag","ZG","D"
2027-01-02,"Berchtoldstag","FR","D"
2027-01-02,"Berchtoldstag","SO","D"
2027-01-02,"Berchtoldstag","SH","D"
2027-01-02,"Berchtoldstag","GR","d"
2027-01-02,"Berchtoldstag","AG","a"
2027-01-02,"Berchtoldstag","TG","A"
2027-01-02,"Berchtoldstag","VD","A"
2027-01-02,"Berchtoldstag","NE","D"
2027-01-02,"Berchtoldstag","GE","D"
2027-01-02,"Berchtoldstag","JU","B"
2027-01-06,"Heilige Drei Könige","UR","B"
2027-01-06,"Heilige Drei Könige","SZ","B"
2027-01-06,"Heilige Drei Könige","GR","a"
2027-01-06,"Heilige Drei Könige","TI","A"
2027-03-19,"Josefstag","LU","a"
2027-03-19,"Josefstag","UR","B"
2027-03-19,"Josefstag","SZ","A"
2027-03-19,"Josefstag","NW","B"
2027-03-19,"Josefstag","ZG","a"
2027-03-19,"Josefstag","GR","a"
2027-03-19,"Josefstag","TI","B"
2027-03-19,"Josefstag","VS","A"
2027-03-26,"Karfreitag","ZH","A"
2027-03-26,"Karfreitag","BE","A"
2027-03-26,"Karfreitag","LU","A"
2027-03-26,"Karfreitag","UR","A"
2027-03-26,"Karfreitag","SZ","A"
2027-03-26,"Karfreitag","OW","A"
2027-03-26,"Karfreitag","NW","A"
2027-03-26,"Karfreitag","GL","A"
2027-03-26,"Karfreitag","ZG","A"
2027-03-26,"Karfreitag","FR","A"
2027-03-26,"Karfreitag","SO","A"
2027-03-26,"Karfreitag","BS","A"
2027-03-26,"Karfreitag","BL","A"
2027-03-26,"Karfreitag","SH","A"
2027-03-26,"Karfreitag","AR","A"
2027-03-26,"Karfreitag","AI","A"
2027-03-26,"Karfreitag","SG","A"
2027-03-26,"Karfreitag","GR","A"
2027-03-26,"Karfreitag","AG","A"
2027-03-26,"Karfreitag","TG","A"
2027-03-26,"Karfreitag","VD","A"
2027-03-26,"Karfreitag","NE","A"
2027-03-26,"Karfreitag","GE","A"
2027-03-26,"Karfreitag","JU","A"
2027-03-29,"Ostermontag","ZH","A"
2027-03-29,"Ostermontag","BE","A"
2027-03-29,"Ostermontag","LU","D"
2027-03-29,"Ostermontag","UR","B"
2027-03-29,"Ostermontag","SZ","B"
2027-03-29,"Ostermontag","OW","D"
2027-03-29,"Ostermontag","NW","D"
2027-03-29,"Ostermontag","GL","A"
2027-03-29,"Ostermontag","ZG","D"
2027-03-29,"Ostermontag","FR","D"
2027-03-29,"Ostermontag","SO","d"
2027-03-29,"Ostermontag","BS","A"
2027-03-29,"Ostermontag","BL","A"
2027-03-29,"Ostermontag","SH","A"
2027-03-29,"Ostermontag","AR","A"
2027-03-29,"Ostermontag","AI","A"
2027-03-29,"Ostermontag","SG","A"
2027-03-29,"Ostermontag","GR","A"
2027-03-29,"Ostermontag","AG","a"
2027-03-29,"Ostermontag","TG","A"
2027-03-29,"Ostermontag","TI","A"
2027-03-29,"Ostermontag","VD","A"
2027-03-29,"Ostermontag","NE","D"
2027-03-29,"Ostermontag","GE","A"
2027-03-29,"Ostermontag","JU","A"
2027-05-01,"Tag der Arbeit","ZH","A"
2027-05-01,"Tag der Arbeit","FR","c"
2027-05-01,"Tag der Arbeit","SO","C"
2027-05-01,"Tag der Arbeit","BS","A"
2027-05-01,"Tag der Arbeit","BL","A"
2027-05-01,"Tag der Arbeit","SH","B"
2027-05-01,"Tag der Arbeit","AG","D"
2027-05-01,"Tag der Arbeit","TG","B"
2027-05-01,"Tag der Arbeit","TI","B"
2027-05-01,"Tag der Arbeit","NE","A"
2027-05-01,"Tag der Arbeit","JU","A"
2027-05-06,"Auffahrt","ZH","A"
2027-05-06,"Auffahrt","BE","A"
2027-05-06,"Auffahrt","LU","A"
2027-05-06,"Auffahrt","UR","A"
2027-05-06,"Auffahrt","SZ","A"
2027-05-06,"Auffahrt","OW","A"
2027-05-06,"Auffahrt","NW","A"
2027-05-06,"Auffahrt","GL","A"
2027-05-06,"Auffahrt","ZG","A"
2027-05-06,"Auffahrt","FR","A"
2027-05-06,"Auffahrt","SO","A"
2027-05-06,"Auffahrt","BS","A"
2027-05-06,"Auffahrt","BL","A"
2027-05-06,"Auffahrt","SH","A"
2027-05-06,"Auffahrt","AR","A"
2027-05-06,"Auffahrt","AI","A"
2027-05-06,"Auffahrt","SG","A"
2027-05-06,"Auffahrt","GR","A"
2027-05-06,"Auffahrt","AG","A"
2027-05-06,"Auffahrt","TG","A"
2027-05-06,"Auffahrt","TI","A"
2027-05-06,"Auffahrt","VD","A"
2027-05-06,"Auffahrt","VS","A"
2027-05-06,"Auffahrt","NE","A"
2027-05-06,"Auffahrt","GE","A"
2027-05-06,"Auffahrt","JU","A"
2027-05-17,"Pfingstmontag","ZH","A"
2027-05-17,"Pfingstmontag","BE","A"
2027-05-17,"Pfingstmontag","LU","D"
2027-05-17,"Pfingstmontag","UR","B"
2027-05-17,"Pfingstmontag","SZ","B"
2027-05-17,"Pfingstmontag","OW","D"
2027-05-17,"Pfingstmontag","NW","D"
2027-05-17,"Pfingstmontag","GL","B"
2027-05-17,"Pfingstmontag","ZG","D"
2027-05-17,"Pfingstmontag","FR","D"
2027-05-17,"Pfingstmontag","SO","a"
2027-05-17,"Pfingstmontag","BS","A"
2027-05-17,"Pfingstmontag","BL","A"
2027-05-17,"Pfingstmontag","SH","A"
2027-05-17,"Pfingstmontag","AR","A"
2027-05-17,"Pfingstmontag","AI","A"
2027-05-17,"Pfingstmontag","SG","A"
2027-05-17,"Pfingstmontag","GR","A"
2027-05-17,"Pfingstmontag","AG","a"
2027-05-17,"Pfingstmontag","TG","A"
2027-05-17,"Pfingstmontag","TI","B"
2027-05-17,"Pfingstmontag","VD","A"
2027-05-17,"Pfingstmontag","NE","D"
2027-05-17,"Pfingstmontag","GE","A"
2027-05-17,"Pfingstmontag","JU","A"
2027-05-27,"Fronleichnam","LU","A"
2027-05-27,"Fronleichnam","UR","A"
2027-05-27,"Fronleichnam","SZ","A"
2027-05-27,"Fronleichnam","OW","A"
2027-05-27,"Fronleichnam","NW","A"
2027-05-27,"Fronleichnam","ZG","A"
2027-05-27,"Fronleichnam","FR","a"
2027-05-27,"Fronleichnam","SO","a"
2027-05-27,"Fronleichnam","BL","a"
2027-05-27,"Fronleichnam","AI","A"
2027-05-27,"Fronleichnam","GR","a"
2027-05-27,"Fronleichnam","AG","a"
2027-05-27,"Fronleichnam","TI","B"
2027-05-27,"Fronleichnam","VS","A"
2027-05-27,"Fronleichnam","NE","a"
2027-05-27,"Fronleichnam","JU","A"
2027-08-01,"Bundesfeier","ZH","A"
2027-08-01,"Bundesfeier","BE","A"
2027-08-01,"Bundesfeier","LU","A"
2027-08-01,"Bundesfeier","UR","A"
2027-08-01,"Bundesfeier","SZ","A"
2027-08-01,"Bundesfeier","OW","A"
2027-08-01,"Bundesfeier","NW","A"
2027-08-01,"Bundesfeier","GL","A"
2027-08-01,"Bundesfeier","ZG","A"
2027-08-01,"Bundesfeier","FR","A"
2027-08-01,"Bundesfeier","SO","A"
2027-08-01,"Bundesfeier","BS","A"
2027-08-01,"Bundesfeier","BL","A"
2027-08-01,"Bundesfeier","SH","A"
2027-08-01,"Bundesfeier","AR","A"
2027-08-01,"Bundesfeier","AI","A"
2027-08-01,"Bundesfeier","SG","A"
2027-08-01,"Bundesfeier","GR","A"
2027-08-01,"Bundesfeier","AG","A"
2027-08-01,"Bundesfeier","TG","A"
2027-08-01,"Bundesfeier","TI","A"
2027-08-01,"Bundesfeier","VD","A"
2027-08-01,"Bundesfeier","VS","A"
2027-08-01,"Bundesfeier","NE","A"
2027-08-01,"Bundesfeier","GE","A"
2027-08-01,"Bundesfeier","JU","A"
2027-08-15,"Mariä Himmelfahrt","LU","A"
2027-08-15,"Mariä Himmelfahrt","UR","A"
2027-08-15,"Mariä Himmelfahrt","SZ","A"
2027-08-15,"Mariä Himmelfahrt","OW","A"
2027-08-15,"Mariä Himmelfahrt","NW","A"
2027-08-15,"Mariä Himmelfahrt","ZG","A"
2027-08-15,"Mariä Himmelfahrt","FR","a"
2027-08-15,"Mariä Himmelfahrt","SO","a"
2027-08-15,"Mariä Himmelfahrt","BL","a"
2027-08-15,"Mariä Himmelfahrt","AI","B"
2027-08-15,"Mariä Himmelfahrt","GR","a"
2027-08-15,"Mariä Himmelfahrt","AG","a"
2027-08-15,"Mariä Himmelfahrt","TI","A"
2027-08-15,"Mariä Himmelfahrt","VS","A"
2027-08-15,"Mariä Himmelfahrt","JU","B"
2027-11-01,"Allerheiligen","LU","A"
2027-11-01,"Allerheiligen","UR","A"
2027-11-01,"Allerheiligen","SZ","A"
2027-11-01,"Allerheiligen","OW","A"
2027-11-01,"Allerheiligen","NW","A"
2027-11-01,"Allerheiligen","GL","A"
2027-11-01,"Allerheiligen","ZG","A"
2027-11-01,"Allerheiligen","FR","a"
2027-11-01,"Allerheiligen","SO","a"
2027-11-01,"Allerheiligen","AI","B"
2027-11-01,"Allerheiligen","SG","A"
2027-11-01,"Allerheiligen","GR","a"
2027-11-01,"Allerheiligen","AG","a"
2027-11-01,"Allerheiligen","TI","A"
2027-11-01,"Allerheiligen","VS","A"
2027-11-01,"Allerheiligen","JU","B"
